	TCGA-A1-A0SP-01	TCGA-A1-A0SB-01	TCGA-A1-A0SM-01	TCGA-A1-A0SO-01	TCGA-A1-A0SK-01	TCGA-A1-A0SF-01	TCGA-A1-A0SQ-01	TCGA-A1-A0SN-01	TCGA-A1-A0SG-01	TCGA-A1-A0SE-01	TCGA-A1-A0SH-01	TCGA-A1-A0SD-01	TCGA-A1-A0SI-01	TCGA-A1-A0SJ-01
SNORA8	329	541	368	829	781	502	135	210	443	241	352	412	540	224
SNORA9	0	1	0	1	0	0	0	0	0	0	0	0	0	0
SNORD102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD103A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD105B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD109B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD10	0	1	4	4	1	0	1	1	2	0	0	1	9	1
SNORD110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD111B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-26	0	0	1	0	0	1	0	0	0	0	0	0	0	0
SNORD115-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-20	56	51	42	1	0	21	18	8	6	18	12	41	7	10
SNORD116-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-28	35	104	65	10	1	73	20	4	9	64	46	150	13	48
SNORD116-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-4	164	115	20	0	0	41	63	15	0	105	30	60	77	23
SNORD116-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD11B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD121A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD121B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD12C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD15A	0	0	0	0	1	0	0	0	1	2	0	0	1	1
SNORD15B	0	1	2	2	1	0	0	0	0	2	0	1	6	1
SNORD16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD17	9	1	5	28	7	1	6	7	7	19	1	32	25	7
SNORD18A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD18B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD18C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD19B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD1C	59	57	111	98	52	67	28	54	28	36	33	65	38	35
SNORD20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD22	2	0	0	0	0	0	0	0	0	0	0	3	5	0
SNORD23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD32A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD32B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD35A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD35B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD36A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD36B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD36C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD38A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD38B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD42A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD42B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD45A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD45B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD45C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD49A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD49B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD50A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD50B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD56B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD58A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD58C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD59A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD59B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD62A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD73A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD88A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD88B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD88C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD91A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD91B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD94	0	1	0	0	0	2	0	0	1	0	0	2	0	0
SNORD95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD96A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD96B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD97	1	2	1	1	2	0	0	0	0	2	2	2	3	2
SNORD98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNPH	118	450	1300	300	1307	865	203	500	137	224	477	316	7997	371
SNRK	1556	1945	3001	7554	2773	2021	3651	3411	1822	2910	3184	4159	3971	3595
SNRNP200	20984	23574	18512	42851	65728	15429	16224	22930	26683	25947	19731	20515	27421	20100
SNRNP25	2298	808	1764	3335	1838	1880	2298	3248	3176	2640	1467	1780	3626	1578
SNRNP27	1269	935	1664	2686	1863	803	1279	1672	990	1263	1259	1701	1674	1444
SNRNP35	877	665	1144	840	1211	967	958	1309	918	732	865	1295	1011	691
SNRNP40	5848	1941	3462	6545	4913	1586	1672	2112	2557	3727	1974	1751	3152	2535
SNRNP48	640	667	1208	1382	1688	651	543	910	519	1047	707	1315	734	648
SNRNP70	7376	5767	7086	7086	9826	8461	3591	7458	7091	7352	4404	6394	7169	4564
SNRPA1	2093	660	1291	2504	2860	941	843	1310	863	1185	573	2028	1159	1577
SNRPA	4873	3286	2378	6795	7438	3436	4011	3457	2931	3166	1691	2208	3286	3171
SNRPB2	3185	1721	3268	8797	5351	3002	1787	4596	2822	2804	2289	4747	4060	3910
SNRPB	12280	5074	8529	11370	20089	7343	4237	16420	8199	8536	4547	9634	13717	12173
SNRPC	5129	2100	3028	9717	5232	2993	2830	3926	2864	3326	2198	2835	3740	2670
SNRPD1	4572	1791	2171	5877	6700	1825	1461	2556	1664	2451	1360	1324	1707	2342
SNRPD2	10412	6424	5641	11512	11992	9094	27896	6258	6449	7430	4753	6193	7638	8084
SNRPD3	6245	2754	3747	10570	10290	4824	3930	3468	4825	6390	3509	3737	6965	7490
SNRPE	4280	2404	3456	7537	4682	3640	2652	3867	1799	4722	2395	2046	4093	2574
SNRPF	3457	1383	1834	2552	4501	4039	1455	2918	1700	2160	1247	2196	2835	1205
SNRPG	2606	737	1623	3351	3642	1411	1221	2133	1477	1717	1176	1435	2413	1641
SNRPN	6749	3396	5277	198	204	5430	3643	1134	1091	5280	3859	4388	1561	3186
SNTA1	811	587	1594	4737	1116	1595	1223	1035	1397	1859	1335	2082	2789	1049
SNTB1	1136	822	835	196	538	230	5755	591	971	516	942	973	1147	6207
SNTB2	1678	3446	1975	1871	1171	1417	2180	2461	1428	1750	2473	2496	3376	3979
SNTG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNTG2	11	1	2	1	4	2	2	4	8	2	2	5	0	10
SNTN	1	0	6	4	0	37	36	13	57	21	3	14	9	1
SNUPN	953	780	1001	1277	1926	997	1239	1271	1217	1444	1439	1426	1039	953
SNURF	315	178	178	0	4	254	204	111	52	210	151	220	152	113
SNW1	3674	3159	5935	3287	6651	3716	4155	5487	2269	5470	3372	4999	5499	4332
SNX10	1832	121	993	1267	587	455	1031	1064	1710	996	463	1517	1493	3083
SNX11	1587	875	846	2514	853	1244	1009	1259	1337	1545	1639	1700	1695	1314
SNX12	639	626	656	1164	851	668	892	535	595	927	686	781	842	733
SNX13	1753	2107	2628	4134	2061	1869	2223	7779	2084	2761	2841	2909	2973	3185
SNX14	3331	1802	5043	3584	2497	2369	4340	3151	4366	2694	3694	5223	4397	5802
SNX15	2198	1019	1419	1443	2058	1220	1181	1753	1531	971	1158	1315	1984	1011
SNX16	1432	1017	676	1413	3131	801	599	942	673	671	684	817	816	1157
SNX17	6302	5091	7191	13121	3594	5236	6827	6739	8019	7563	8128	6701	7487	6459
SNX18	2071	3825	2899	3289	1219	1565	2272	3879	1791	3064	4076	3307	3708	3032
SNX19	3923	4716	4332	822	5857	3670	3411	5156	6120	5538	6214	6701	8774	3861
SNX1	3254	7506	5860	10966	7293	5170	7751	6072	8169	10875	8646	19550	5226	5720
SNX20	208	11	74	37	19	117	50	243	94	68	74	128	261	50
SNX21	1362	635	1444	761	519	1240	1023	1235	539	1086	848	1807	1847	1522
SNX22	550	754	490	4242	1259	283	1144	650	404	722	643	2942	421	344
SNX24	873	210	1256	276	335	450	847	686	828	871	620	637	299	677
SNX25	668	537	1584	552	134	834	735	1035	1356	1018	1384	3137	1475	1013
SNX27	3107	2175	10385	6110	2417	3362	3172	6106	3113	7155	2907	6768	6035	4267
SNX29	1005	1739	1938	3990	988	1618	1412	2674	2836	2224	3862	1745	4691	1922
SNX2	3390	2501	5525	3898	2821	2659	4918	7033	3817	4088	4106	4787	4213	5006
SNX30	1115	2395	1544	2261	2860	1249	2036	3073	1696	2581	3498	1939	3519	2003
SNX31	2	0	1	0	3	9	2	6	3	5	10	9	0	1
SNX32	34	50	5	23	102	1	6	4	2	8	9	1	5	1
SNX33	732	1753	2285	1962	1031	1782	2353	2572	3579	2732	2885	2816	2335	2288
SNX3	12889	4770	9107	9873	6290	5600	7116	6232	2093	5512	7841	7868	8142	8479
SNX4	3052	2156	3153	2474	4610	1552	2635	2738	2643	3067	2520	3804	3670	2930
SNX5	6657	3646	6733	12405	3415	6362	9286	5451	4427	5908	8627	5724	6955	5309
SNX6	3371	2403	4969	8589	4186	2573	3126	4933	2630	3727	4009	4651	3714	3597
SNX7	1959	1033	4086	1845	825	450	626	897	968	1226	2201	716	2383	1797
SNX8	2511	729	2106	1264	669	886	967	1801	1278	1051	987	1226	1547	2176
SNX9	4743	3070	8116	1677	4837	4405	3445	5172	5630	4923	6302	7271	6273	6778
SOAT1	2573	970	2267	5437	1155	518	3493	2645	2189	1606	1802	1096	4378	2808
SOAT2	63	3	0	290	250	8	2	3	7	10	7	4	6	4
SOBP	268	723	201	112	429	228	120	196	168	326	628	329	401	189
SOCS1	453	84	106	189	30	229	25	195	182	41	99	133	291	48
SOCS2	739	586	579	195	2112	1196	549	273	7241	1575	619	1586	271	918
SOCS3	2429	455	4535	2513	813	731	1028	1194	2462	2035	3032	6377	4071	3097
SOCS4	1468	1683	1967	4774	4361	995	1276	1643	1134	1556	1700	1787	2074	1194
SOCS5	1654	2392	1961	2894	1831	1515	2408	1660	1538	2971	2867	3100	2767	1992
SOCS6	3063	2966	3746	1391	4487	2332	1917	5101	2166	3578	3764	2221	2333	2991
SOCS7	330	499	994	554	797	86	106	246	179	300	256	168	103	264
SOD1	12416	3986	10779	13563	10386	8085	9461	7641	9825	12009	7411	10647	15208	23035
SOD2	16320	3760	6349	4336	9262	5337	4965	6913	5744	7640	5715	9634	12584	12038
SOD3	681	557	177	93	99	791	327	296	594	471	936	974	1568	1025
SOHLH1	2	108	0	7	2877	7	0	0	0	0	0	2	3	0
SOHLH2	154	57	27	1	7	4	3	47	5	19	134	4	15	2
SOLH	2546	1392	2299	1728	1132	2542	1345	2842	3121	2118	1707	1605	3052	1604
SON	15408	21145	18432	31524	28301	10616	16568	19519	18152	23346	18360	23257	31788	17616
SORBS1	1329	4761	1165	1154	1268	3498	1362	1505	1340	3600	3416	4123	3800	5029
SORBS2	6363	7211	1261	1686	955	2474	2311	382	4162	4681	1909	1332	4882	1915
SORBS3	6072	5686	3174	3907	1715	5499	9857	3575	4296	7942	7544	7795	6308	9314
SORCS1	1464	10	25	7	226	469	674	233	31	696	21	169	98	200
SORCS2	44	699	881	34	2300	529	54	1421	1031	1490	4926	657	2914	393
SORCS3	13	405	2	0	40	3	0	0	1	4	84	6	6	2
SORD	753	838	5136	3604	2227	3241	9221	6131	3961	6997	5753	4243	2156	2085
SORL1	4137	7099	7626	1072	11391	6327	4269	6926	5836	6321	6240	6409	9481	5891
SORT1	6747	7237	20175	21620	12173	4278	6460	10016	10798	9422	8837	9784	14213	11923
SOS1	4402	4429	3664	6422	8023	2387	2291	3831	2878	4188	4254	4688	4996	3923
SOS2	2093	3035	3522	5701	5623	1860	1965	3089	2214	3979	3578	3822	4102	2999
SOSTDC1	2659	4612	31	3827	2642	93	31	139	20	310	531	329	175	146
SOST	2	2	1	1	7	1	0	1	0	0	1	7	5	0
SOX10	593	14583	73	21403	11171	723	102	168	38	3025	916	630	236	261
SOX11	3815	1395	273	12593	4609	656	140	173	71	78	484	175	1214	66
SOX12	3443	1455	3636	2290	1382	4894	3287	3566	2949	4488	2686	5343	3268	1943
SOX13	3599	1269	5064	7548	9558	6002	4406	4990	4633	5375	3200	2402	6826	2767
SOX14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX15	26	50	958	18	42	52	67	15	211	46	30	33	36	100
SOX17	89	50	123	87	58	139	111	171	163	244	80	243	96	240
SOX18	244	29	367	139	119	368	215	306	282	598	231	700	466	420
SOX1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
SOX21	2	0	5	0	2	1	1	1	0	1	3	3	5	5
SOX2OT	8	1	3	11	1	13	309	9	8	3	7	9	4	2
SOX2	77	0	2	6	6	153	13	392	2	3	2	3	7	0
SOX30	32	2	20	857	46	2	4	9	4	4	20	5	11	13
SOX3	0	0	1	0	4	2	0	0	0	0	0	2	0	6
SOX4	29020	19809	15786	60201	67830	7604	7313	9791	6382	18868	11011	8828	21022	18403
SOX5	125	162	24	267	146	28	22	108	288	46	60	55	66	80
SOX6	687	194	69	2403	33	219	14	23	77	192	48	137	102	33
SOX7	252	250	305	268	235	203	252	279	214	397	333	784	299	326
SOX8	1745	1647	36	1027	792	20	16	34	61	128	26	47	19	25
SOX9	22690	13890	8400	3386	6579	4698	5715	4736	1088	6339	2100	2723	11973	1075
SP100	2230	1833	3704	1995	634	2430	2284	3353	4261	3735	3000	7159	5990	2812
SP110	797	783	1193	979	286	1503	1307	1625	2526	1315	922	3040	3082	1173
SP140L	667	432	350	185	62	380	443	586	1067	345	459	1035	969	471
SP140	141	14	87	59	12	160	50	252	373	76	58	137	399	90
SP1	6570	9859	9218	7821	12114	8282	8737	14553	10430	12319	10486	12114	11952	6451
SP2	1223	1971	1045	2147	2412	1515	1678	1791	1968	2006	1891	2252	2523	1878
SP3	6928	4687	7687	11926	12489	4588	7573	5572	5312	10024	6553	8043	10983	5878
SP4	589	1057	492	4126	2108	582	733	656	634	657	428	835	947	972
SP5	22	1	0	0	7	85	5	67	711	49	11	23	28	4
SP6	2512	58	186	22	3111	245	259	680	436	286	1195	608	2443	268
SP7	0	0	4	4	0	2	2	0	2	3	2	0	1	2
SP8	2	0	0	2	3	0	0	0	0	0	0	0	0	0
SP9	16	0	0	0	28	2	0	0	0	0	2	2	0	0
SPA17	395	170	274	192	874	708	85	462	806	408	162	253	540	159
SPACA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA3	0	1	0	0	1	0	1	0	0	0	0	0	1	0
SPACA4	0	1	36	0	3	13	12	0	9	2	12	12	12	2
SPACA5	1	1	1	0	0	1	2	0	8	2	1	1	2	0
SPAG11A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG11B	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SPAG16	1135	713	369	1571	1840	171	62	259	997	463	705	1189	1007	680
SPAG17	8	20	183	10	16	259	314	103	18	233	1	41	68	31
SPAG1	2504	79	957	254	887	768	662	887	2003	849	753	1359	794	743
SPAG4	94	12	231	78	25	127	472	161	231	120	87	60	145	769
SPAG5	2458	647	3514	8190	4968	752	1930	3809	780	2060	582	1318	1838	2447
SPAG6	1	6	3	423	0	2	2	10	4	183	1	11	1285	51
SPAG7	1960	1808	2027	894	1757	1491	1905	2777	2850	1602	1174	1384	1185	1790
SPAG8	23	16	31	26	8	113	9	11	55	40	20	58	36	25
